@relation harddrive_smart_1

% Attribute list
@attribute serial {100001,100002,100003,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100015,100016,100017,100018,100019,100020,100021,100022,100023,100024,100025,100026,100027,100028,100029,100030,100031,100032,100033,100034,100035,100036,100037,100038,100039,100040,100041,100042,100043,100044,100045,100046,100047,100048,100049,100050,100051,100052,100053,100054,100055,100056,100057,100058,100059,100060,100061,100062,100063,100064,100065,100066,100067,100068,100069,100070,100071,100072,100073,100074,100075,100076,100077,100078,100079,100080,100081,100082,100083,100084,100085,100086,100087,100088,100089,100090,100091,100092,100093,100094,100095,100096,100097,100098,100099,100100,100101,100102,100103,100104,100105,100106,100107,100108,100109,100110,100111,100112,100113,100114,100115,100116,100117,100118,100119,100120,100121,100122,100123,100124,100125,100126,100127,100128,100129,100130,100131,100132,100133,100134,100135,100136,100137,100138,100139,100140,100141,100142,100143,100144,100145,100146,100147,100148,100149,100150,100151,100152,100153,100154,100155,100156,100157,100158,100159,100160,100161,100162,100163,100164,100165,100166,100167,100168,100169,100170,100171,100172,100173,100174,100175,100176,100177,100178,100179,100180,100181,100182,100183,100184,100185,100186,100187,100188,100189,100190,100191,100192,100193,100194,100195,100196,100197,100198,100199,100200,100201,100202,100203,100204,100205,100206,100207,100208,100209,100210,100211,100212,100213,100214,100215,100216,100217,100218,100219,100220,100221,100222,100223,100224,100225,100226,100227,100228,100229,100230,100231,100232,100233,100234,100235,100236,100237,100238,100239,100240,100241,100242,100243,100244,100245,100246,100247,100248,100249,100250,100251,100252,100253,100254,100255,100256,100257,100258,100259,100260,100261,100262,100263,100264,100265,100266,100267,100268,100269,100270,100271,100272,100273,100274,100275,100276,100277,100278,100279,100280,100281,100282,100283,100284,100285,100286,100287,100288,100289,100290,100291,100292,100293,100294,100295,100296,100297,100298,100299,100300,100301,100302,100303,100304,100305,100306,100307,100308,100309,100310,100311,100312,100313,100314,100315,100316,100317,100318,100319,100320,100321,100322,100323,100324,100325,100326,100327,100328,100329,100330,100331,100332,100333,100334,100335,100336,100337,100338,100339,100340,100341,100342,100343,100344,100345,100346,100347,100348,100349,100350,100351,100352,100353,100354,100355,100356,100357,100358,100359,100360,100361,100362,100363,100364,100365,100366,100367,100368,100369,}
@attribute Frame numeric
@attribute Hours numeric
@attribute HoursBeforeFail numeric
@attribute Temp1 numeric
@attribute Temp2 numeric
@attribute Temp3 numeric
@attribute Temp4 numeric
@attribute FlyHeight1 numeric
@attribute FlyHeight2 numeric
@attribute FlyHeight3 numeric
@attribute FlyHeight4 numeric
@attribute GList1 numeric
@attribute PList numeric
@attribute Servo1 numeric
@attribute Servo2 numeric
@attribute Servo3 numeric
@attribute CSS numeric
@attribute Servo4 numeric
@attribute Servo5 numeric
@attribute Servo6 numeric
@attribute Reads numeric
@attribute Writes numeric
@attribute ReadError1 numeric
@attribute ReadError2 numeric
@attribute ReadError3 numeric
@attribute ReadError4 numeric
@attribute ReadError5 numeric
@attribute ReadError6 numeric
@attribute ReadError7 numeric
@attribute ReadError8 numeric
@attribute ReadError9 numeric
@attribute ReadError10 numeric
@attribute ReadError11 numeric
@attribute ReadError12 numeric
@attribute ReadError13 numeric
@attribute ReadError14 numeric
@attribute ReadError15 numeric
@attribute ReadError16 numeric
@attribute FlyHeight5 numeric
@attribute FlyHeight6 numeric
@attribute FlyHeight7 numeric
@attribute FlyHeight8 numeric
@attribute FlyHeight9 numeric
@attribute FlyHeight10 numeric
@attribute FlyHeight11 numeric
@attribute FlyHeight12 numeric
@attribute FlyHeight13 numeric
@attribute FlyHeight14 numeric
@attribute FlyHeight15 numeric
@attribute FlyHeight16 numeric
@attribute Temp5 numeric
@attribute Temp6 numeric
@attribute WriteError numeric
@attribute ReadError18 numeric
@attribute ReadError19 numeric
@attribute Servo7 numeric
@attribute Servo8 numeric
@attribute ReadError20 numeric
@attribute GList2 numeric
@attribute GList3 numeric
@attribute Servo9 numeric
@attribute Servo10 numeric
@attribute class {0,1}

@data
100001,25.000,0.216,2.000,9.000,0.000,5.000,9.000,7965.000,8988.000,7523.000,6090.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,29.000,53.000,131072.000,131078.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,3038.000,2545.000,13493.000,11048.000,5615.000,4546.000,10706.000,9100.000,1.000,1.000,1.000,1.000,57005.000,57005.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1216.000,1
100001,26.000,0.233,1.983,9.000,0.000,0.000,9.000,7970.000,8997.000,6444.000,8703.000,0.000,0.000,0.000,3.000,0.000,6.000,0.000,29.000,53.000,131072.000,131086.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,3036.000,2537.000,13408.000,11168.000,5669.000,4544.000,10788.000,8957.000,1.000,1.000,1.000,1.000,57005.000,57005.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1216.000,1
100001,32.000,0.266,1.950,50.000,0.000,46.000,50.000,7886.000,8991.000,10138.000,4407.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,30.000,53.000,120832.000,120843.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,3117.000,2745.000,14397.000,11450.000,6164.000,5062.000,11154.000,9618.000,1.000,1.000,1.000,1.000,57005.000,57005.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1088.000,1
100001,33.000,0.283,1.933,51.000,0.000,0.000,51.000,7868.000,8988.000,10609.000,7068.000,0.000,0.000,0.000,3.000,0.000,10.000,0.000,29.000,53.000,120832.000,120841.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.000,3137.000,2772.000,14651.000,11738.000,6210.000,5058.000,11458.000,9719.000,1.000,1.000,1.000,1.000,57005.000,57005.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1088.000,1
100001,35.000,0.316,1.900,48.000,0.000,44.000,48.000,7876.000,8990.000,10793.000,7530.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,29.000,53.000,120832.000,120838.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.000,3193.000,2817.000,14723.000,11679.000,6272.000,5146.000,11614.000,9713.000,1.000,1.000,1.000,1.000,57005.000,57005.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1088.000,1
100001,36.000,0.333,1.883,48.000,0.000,0.000,48.000,7889.000,8986.000,10808.000,4017.000,0.000,0.000,0.000,2.000,0.000,11.000,0.000,31.000,53.000,120832.000,120850.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.000,3185.000,2820.000,14644.000,11734.000,6231.000,5118.000,11231.000,9664.000,1.000,1.000,1.000,1.000,57005.000,57005.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1088.000,1
100001,38.000,0.383,1.833,49.000,0.000,44.000,49.000,7876.000,8981.000,11882.000,8603.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,30.000,53.000,131072.000,131097.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.000,3152.000,2791.000,14678.000,11479.000,6214.000,5100.000,11645.000,9702.000,1.000,1.000,1.000,1.000,57005.000,57005.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1216.000,1
100001,39.000,0.400,1.816,50.000,0.000,0.000,50.000,7881.000,8987.000,10919.000,6597.000,0.000,0.000,0.000,8.000,0.000,12.000,0.000,28.000,53.000,131072.000,131094.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.000,3164.000,2807.000,14630.000,11681.000,6178.000,5097.000,11557.000,9709.000,1.000,1.000,1.000,1.000,57005.000,57005.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1216.000,1
100001,40.000,0.733,1.483,49.000,0.000,0.000,50.000,7886.000,8970.000,11254.000,6293.000,0.000,0.000,0.000,5.000,0.000,13.000,0.000,28.000,53.000,71688048.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,3149.000,2791.000,14611.000,11663.000,6190.000,5031.000,11484.000,9622.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14080.000,1
100001,42.000,1.033,1.183,38.000,0.000,38.000,48.000,7908.000,8997.000,10916.000,7447.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,28.000,53.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000,3128.000,2730.000,14383.000,11303.000,6069.000,4967.000,11219.000,9514.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1
100001,45.000,1.449,0.767,26.000,0.000,26.000,33.000,7942.000,8978.000,8294.000,5439.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,28.000,53.000,71687392.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,3044.000,2642.000,13778.000,11199.000,5788.000,4704.000,10894.000,9458.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14080.000,1
100001,48.000,2.149,0.067,24.000,0.000,23.000,25.000,7926.000,8990.000,8172.000,3278.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,28.000,53.000,71687368.000,71687944.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.000,3066.000,2639.000,13871.000,11310.000,5879.000,4807.000,10639.000,9181.000,1.000,1.000,1.000,1.000,57005.000,57005.000,132.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30592.000,1
100001,53.000,2.166,0.050,19.000,0.000,18.000,19.000,7945.000,8966.000,8827.000,8515.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,29.000,53.000,60661.000,512.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.000,3037.000,2635.000,13810.000,11194.000,5694.000,4654.000,10875.000,9115.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,128.000,1
100001,55.000,2.216,0.000,22.000,0.000,12.000,23.000,7972.000,8991.000,0.000,0.000,0.000,0.000,0.000,190.000,2.000,1.000,0.000,0.000,54.000,598.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.000,26728.000,26728.000,26728.000,26728.000,26728.000,26728.000,26728.000,26728.000,1.000,1.000,1.000,1.000,57005.000,57005.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29824.000,1
100002,0.000,0.000,410.333,19.000,0.000,0.000,19.000,8052.000,9003.000,2614.000,3154.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2984.000,2734.000,12046.000,10850.000,5577.000,5179.000,9941.000,9190.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1
100002,1.000,0.683,409.650,32.000,0.000,30.000,32.000,8021.000,8998.000,2309.000,2768.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,53.000,71687368.000,71687416.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3038.000,2806.000,12211.000,11092.000,5773.000,5287.000,10033.000,9502.000,1.000,1.000,1.000,1.000,57005.000,57005.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,30592.000,1
100002,2.000,0.683,409.650,31.000,0.000,31.000,32.000,8033.000,8994.000,2672.000,3717.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,53.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3049.000,2799.000,12201.000,10991.000,5792.000,5301.000,10199.000,9462.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1
100002,6.000,0.933,409.400,33.000,0.000,21.000,33.000,8019.000,8986.000,2828.000,3514.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,53.000,59222.000,512.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,3043.000,2808.000,12359.000,11040.000,5809.000,5345.000,10279.000,9564.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,128.000,1
100002,7.000,1.100,409.233,40.000,0.000,0.000,41.000,8000.000,8965.000,3202.000,3509.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,53.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,3084.000,2855.000,12443.000,11048.000,5887.000,5398.000,10321.000,9756.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1
100002,8.000,2.066,408.267,27.000,0.000,0.000,27.000,8026.000,9012.000,3021.000,2825.000,0.000,1.000,0.000,8.000,1.000,1.000,0.000,0.000,54.000,0.000,8343608.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,3062.000,2796.000,12288.000,10999.000,5809.000,5346.000,10057.000,9427.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2496.000,1
100002,9.000,4.066,406.267,28.000,0.000,27.000,28.000,8026.000,9013.000,2598.000,3340.000,0.000,1.000,1.000,3.000,1.000,1.000,0.000,0.000,54.000,0.000,8216880.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,3069.000,2800.000,12226.000,10986.000,5820.000,5328.000,9994.000,9359.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2432.000,1
100002,10.000,6.066,404.267,27.000,0.000,27.000,28.000,8025.000,9014.000,2707.000,4582.000,0.000,1.000,1.000,4.000,0.000,1.000,0.000,0.000,54.000,0.000,8120305.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,3057.000,2812.000,12231.000,10987.000,5798.000,5347.000,10071.000,9323.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2624.000,1
100002,11.000,8.066,402.267,26.000,0.000,26.000,27.000,8025.000,9003.000,3053.000,5069.000,0.000,1.000,0.000,3.000,0.000,1.000,0.000,0.000,54.000,0.000,8133587.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,3058.000,2789.000,12223.000,10923.000,5794.000,5358.000,10210.000,9394.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2496.000,1
100002,12.000,10.066,400.267,28.000,0.000,26.000,28.000,8019.000,9010.000,3076.000,4541.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,54.000,0.000,8102416.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,3080.000,2794.000,12268.000,10996.000,5824.000,5336.000,10102.000,9354.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2368.000,1
100002,13.000,12.066,398.267,27.000,0.000,27.000,28.000,8022.000,9004.000,2810.000,3552.000,0.000,1.000,0.000,6.000,0.000,1.000,0.000,29.000,53.000,0.000,8126948.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,3062.000,2800.000,12239.000,10963.000,5761.000,5342.000,10134.000,9435.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3712.000,1
100002,14.000,14.066,396.267,26.000,0.000,26.000,27.000,8025.000,9007.000,2829.000,3147.000,0.000,1.000,0.000,6.000,0.000,1.000,0.000,29.000,54.000,0.000,8143302.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,3065.000,2796.000,12330.000,11058.000,5817.000,5321.000,10134.000,9396.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2624.000,1
100002,15.000,16.066,394.267,28.000,0.000,26.000,28.000,8025.000,9008.000,3441.000,4292.000,0.000,1.000,0.000,6.000,0.000,1.000,0.000,29.000,54.000,0.000,8004313.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,3059.000,2803.000,12277.000,10880.000,5812.000,5321.000,10172.000,9374.000,1.000,1.000,1.000,1.000,57005.000,57005.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3200.000,1
100002,16.000,18.066,392.267,27.000,0.000,27.000,28.000,8032.000,9019.000,2911.000,3271.000,0.000,1.000,0.000,18.000,0.000,1.000,0.000,29.000,53.000,0.000,6496040.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,3070.000,2794.000,12253.000,10942.000,5758.000,5315.000,9967.000,9422.000,1.000,1.000,1.000,1.000,57005.000,57005.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,4736.000,1
